role,jobTitle,location,salary
manager,Director of Operations,Chicago,147696
employee,Software Engineer,Los Angeles,74241
manager,Project Manager,Chicago,116871
employee,Cloud Architect,Seattle,97447
employee,QA Tester,Atlanta,75606
employee,Account Executive,New York,133798
employee,UI/UX Designer,Seattle,111314
manager,Product Manager,Miami,129427
employee,SEO Specialist,Atlanta,115202
hr,HR Business Partner,Denver,84510
employee,Account Executive,Chicago,112435
employee,SEO Specialist,Denver,125278
manager,Sales Manager,Austin,126684
employee,QA Tester,Austin,79513
employee,SEO Specialist,Miami,128332
employee,Data Scientist,San Francisco,95653
employee,Sales Development Rep,San Francisco,134239
employee,Cloud Architect,Austin,90331
employee,SEO Specialist,Austin,125378
employee,Data Scientist,Atlanta,70224
employee,Sales Development Rep,Atlanta,95488
employee,Software Engineer,Los Angeles,71596
employee,UI/UX Designer,Atlanta,91892
employee,DevOps Engineer,Austin,90365
employee,Senior Software Engineer,Boston,80055
manager,Engineering Manager,Austin,138123
employee,DevOps Engineer,Seattle,98817
manager,Project Manager,Miami,114412
employee,Account Executive,Atlanta,108203
manager,Product Manager,Denver,114814
employee,UI/UX Designer,New York,111430
employee,Account Executive,Austin,113959
employee,DevOps Engineer,Miami,85061
employee,Software Engineer,Seattle,75906
employee,Cloud Architect,Austin,95077
employee,DevOps Engineer,Seattle,96300
employee,Cloud Architect,Austin,95913
manager,Sales Manager,Atlanta,121972
employee,Data Scientist,San Francisco,90594
employee,Marketing Coordinator,Miami,115200
manager,Sales Manager,Atlanta,117112
employee,SEO Specialist,Seattle,132251
hr,Compensation Analyst,Los Angeles,99537
manager,Sales Manager,Seattle,138627
manager,Sales Manager,New York,152867
employee,Senior Software Engineer,Austin,71519
employee,Sales Development Rep,Seattle,115327
employee,Marketing Coordinator,Los Angeles,123881
hr,HR Generalist,New York,88245
employee,DevOps Engineer,New York,99169
employee,Software Engineer,Atlanta,60189
employee,Sales Development Rep,New York,123442
employee,QA Tester,Boston,90629
employee,Data Scientist,Atlanta,68034
employee,Senior Software Engineer,New York,86352
employee,Marketing Coordinator,San Francisco,139353
employee,Senior Software Engineer,Denver,71432
employee,Account Executive,Chicago,112638
employee,Cloud Architect,Seattle,99714
employee,Account Executive,Chicago,113076
hr,Technical Recruiter,Austin,79816
employee,Graphic Designer,Chicago,109083
employee,SEO Specialist,Denver,124726
employee,Graphic Designer,New York,118593
hr,HR Generalist,Seattle,79625
employee,DevOps Engineer,Chicago,86579
employee,SEO Specialist,Chicago,125440
hr,HR Generalist,San Francisco,90252
hr,HR Business Partner,Atlanta,76501
hr,Technical Recruiter,Chicago,81882
employee,Senior Software Engineer,New York,85694
employee,Cloud Architect,Seattle,100540
employee,Data Scientist,San Francisco,97425
employee,Software Engineer,Boston,78037
hr,Technical Recruiter,Atlanta,71012
employee,Graphic Designer,Austin,101912
employee,UI/UX Designer,San Francisco,117051
employee,Software Engineer,Austin,65550
employee,Data Scientist,Atlanta,72759
employee,Software Engineer,Seattle,71332
manager,Sales Manager,Miami,133158
employee,Data Scientist,New York,89364
employee,Marketing Coordinator,Miami,123817
employee,Marketing Coordinator,Atlanta,111335
employee,DevOps Engineer,Denver,81748
employee,Senior Software Engineer,Chicago,71092
employee,Cloud Architect,Chicago,91224
employee,Marketing Coordinator,Denver,116402
manager,Engineering Manager,Los Angeles,145834
employee,SEO Specialist,Atlanta,113642
employee,Senior Software Engineer,Seattle,81755
employee,SEO Specialist,Chicago,121671
employee,Sales Development Rep,Miami,106442
employee,Cloud Architect,Atlanta,86161
manager,Sales Manager,San Francisco,149989
employee,Software Engineer,New York,75617
manager,Sales Manager,Los Angeles,141531
hr,Technical Recruiter,Atlanta,72897
employee,Graphic Designer,Chicago,100813
employee,QA Tester,Atlanta,77503
employee,Senior Software Engineer,Boston,77496
employee,QA Tester,Los Angeles,89146
employee,Sales Development Rep,Atlanta,99719
employee,Data Scientist,Los Angeles,79907
manager,Product Manager,Miami,117805
employee,Cloud Architect,Miami,95678
hr,Technical Recruiter,New York,90489
employee,UI/UX Designer,Seattle,104544
employee,Software Engineer,Miami,65507
employee,SEO Specialist,Chicago,126817
employee,Sales Development Rep,San Francisco,125083
employee,Cloud Architect,Chicago,97486
hr,HR Business Partner,Boston,93834
manager,Product Manager,New York,150548
employee,Sales Development Rep,Chicago,108833
employee,Sales Development Rep,Austin,111408
manager,Director of Operations,Chicago,146940
employee,QA Tester,Atlanta,77459
employee,Sales Development Rep,New York,122936
employee,Software Engineer,Denver,61889
employee,Account Executive,Denver,109304
employee,SEO Specialist,Atlanta,114841
employee,SEO Specialist,Los Angeles,134167
hr,Technical Recruiter,Chicago,80571
employee,SEO Specialist,New York,149473
manager,Director of Operations,Atlanta,131013
employee,DevOps Engineer,San Francisco,101779
employee,Data Scientist,Austin,74298
employee,DevOps Engineer,Los Angeles,89139
manager,Project Manager,Seattle,127368
employee,Account Executive,Seattle,122802
employee,QA Tester,Chicago,84744
employee,Graphic Designer,Boston,117047
manager,Engineering Manager,Los Angeles,143885
manager,Product Manager,Denver,121026
employee,Software Engineer,Seattle,72496
employee,QA Tester,New York,99660
hr,HR Generalist,Miami,76825
employee,Data Scientist,Atlanta,70835
employee,Marketing Coordinator,New York,135136
manager,Project Manager,San Francisco,149790
employee,Sales Development Rep,Miami,109982
manager,Engineering Manager,New York,152759
employee,Data Scientist,Atlanta,73355
employee,Account Executive,San Francisco,133304
manager,Project Manager,Miami,117232
employee,Software Engineer,San Francisco,82436
employee,Marketing Coordinator,Miami,119238
employee,Senior Software Engineer,San Francisco,85710
employee,Account Executive,Austin,108071
employee,Account Executive,Seattle,124300
employee,Cloud Architect,Austin,87677
employee,QA Tester,Miami,79881
manager,Sales Manager,Denver,128317
manager,Product Manager,Denver,120112
employee,DevOps Engineer,Miami,85975
employee,Marketing Coordinator,Los Angeles,124422
employee,Graphic Designer,Miami,102892
manager,Product Manager,Miami,117776
manager,Director of Operations,Chicago,141841
employee,Marketing Coordinator,Atlanta,112916
employee,DevOps Engineer,Denver,82612
employee,Sales Development Rep,Austin,102557
hr,Technical Recruiter,Los Angeles,85679
employee,Senior Software Engineer,Atlanta,68636
employee,Marketing Coordinator,Denver,115110
manager,Project Manager,San Francisco,139612
manager,Sales Manager,New York,152234
employee,Cloud Architect,Los Angeles,103317
employee,Marketing Coordinator,Seattle,133338
employee,SEO Specialist,Seattle,141064
employee,Marketing Coordinator,Los Angeles,131375
employee,UI/UX Designer,Los Angeles,103004
employee,Software Engineer,Los Angeles,75020
manager,Project Manager,New York,134400
employee,QA Tester,Seattle,90853
employee,Graphic Designer,Seattle,108049
employee,Software Engineer,Miami,68923
employee,Data Scientist,Los Angeles,82496
employee,QA Tester,Seattle,89344
employee,Graphic Designer,Miami,97865
employee,Software Engineer,Atlanta,60977
employee,SEO Specialist,Atlanta,112263
employee,Senior Software Engineer,Boston,79370
employee,Graphic Designer,Seattle,110649
employee,Graphic Designer,Denver,104107
employee,DevOps Engineer,Chicago,91921
manager,Engineering Manager,Seattle,140636
employee,SEO Specialist,Los Angeles,128700
employee,DevOps Engineer,Miami,91697
employee,Graphic Designer,Boston,115284
employee,Graphic Designer,Chicago,109120
employee,Senior Software Engineer,Denver,67408
employee,QA Tester,New York,94910
employee,Marketing Coordinator,New York,140006
manager,Sales Manager,Miami,124630
employee,Account Executive,New York,133967
employee,Software Engineer,New York,79959
employee,Senior Software Engineer,New York,81324
employee,DevOps Engineer,Seattle,93112
employee,Marketing Coordinator,Los Angeles,132598
employee,Software Engineer,Chicago,69952
employee,Cloud Architect,Seattle,104580
manager,Product Manager,Austin,117637
employee,Cloud Architect,San Francisco,111595
hr,HR Business Partner,Los Angeles,86312
employee,Graphic Designer,New York,118185
employee,Sales Development Rep,Denver,104748
manager,Engineering Manager,San Francisco,160395
employee,Senior Software Engineer,Chicago,71768
employee,UI/UX Designer,Chicago,103012
employee,Data Scientist,New York,90625
employee,Account Executive,Denver,106065
manager,Product Manager,Boston,141659
employee,Marketing Coordinator,Chicago,124265
manager,Product Manager,New York,150132
employee,SEO Specialist,New York,149582
employee,Marketing Coordinator,Denver,114614
hr,HR Generalist,Austin,73764
manager,Project Manager,Denver,110365
employee,Cloud Architect,Austin,94471
employee,UI/UX Designer,San Francisco,121202
manager,Engineering Manager,San Francisco,162678
employee,Graphic Designer,Los Angeles,111511
hr,Technical Recruiter,Los Angeles,80823
employee,Data Scientist,New York,91425
employee,DevOps Engineer,Los Angeles,91342
manager,Engineering Manager,Los Angeles,147231
employee,Graphic Designer,Los Angeles,104855
employee,Cloud Architect,Los Angeles,102969
hr,Compensation Analyst,New York,104996
employee,Cloud Architect,Miami,94255
employee,Account Executive,New York,135030
employee,QA Tester,Denver,81061
manager,Sales Manager,Austin,121868
employee,Data Scientist,Chicago,76407
employee,Data Scientist,Los Angeles,79059
employee,Cloud Architect,San Francisco,114184
employee,Senior Software Engineer,Austin,69358
employee,Data Scientist,Austin,73494
employee,Senior Software Engineer,San Francisco,83498
employee,SEO Specialist,Boston,142790
employee,DevOps Engineer,San Francisco,105715
manager,Sales Manager,Chicago,127882
employee,Software Engineer,Los Angeles,70634
employee,Senior Software Engineer,Atlanta,63800
employee,Sales Development Rep,New York,127610
employee,Sales Development Rep,Chicago,109606
employee,Software Engineer,Seattle,69876
employee,Marketing Coordinator,Miami,113056
employee,SEO Specialist,Austin,121778
employee,Data Scientist,Boston,86367
manager,Engineering Manager,Denver,132142
employee,Data Scientist,Chicago,80485
employee,DevOps Engineer,Los Angeles,93984
employee,DevOps Engineer,Seattle,94309
employee,Account Executive,Denver,114552
employee,Graphic Designer,Austin,97695
employee,Software Engineer,San Francisco,84941
employee,Sales Development Rep,Los Angeles,112419
employee,Senior Software Engineer,Boston,84519
employee,UI/UX Designer,Denver,97715
employee,Cloud Architect,Denver,86635
employee,Cloud Architect,New York,106733
hr,HR Business Partner,Austin,80269
hr,HR Generalist,Austin,74210
employee,SEO Specialist,Chicago,123338
employee,Senior Software Engineer,Miami,68686
manager,Director of Operations,Miami,133672
employee,Data Scientist,San Francisco,97058
employee,Account Executive,Austin,107080
employee,Cloud Architect,Atlanta,86499
employee,SEO Specialist,Chicago,126346
employee,Software Engineer,Seattle,69413
employee,Sales Development Rep,Los Angeles,116116
employee,SEO Specialist,San Francisco,153887
employee,Software Engineer,Denver,65741
employee,Software Engineer,Seattle,71744
manager,Project Manager,Denver,117704
hr,Technical Recruiter,San Francisco,96212
manager,Sales Manager,Miami,127501
employee,UI/UX Designer,Denver,92960
manager,Director of Operations,San Francisco,165465
manager,Sales Manager,Chicago,131866
hr,HR Generalist,San Francisco,90935
employee,Senior Software Engineer,Boston,83717
employee,Marketing Coordinator,Austin,113581
employee,Cloud Architect,New York,109729
employee,Data Scientist,Seattle,79983
employee,Account Executive,Los Angeles,117856
employee,Graphic Designer,Seattle,109875
employee,Account Executive,Los Angeles,117190
employee,SEO Specialist,New York,138547
employee,UI/UX Designer,Miami,102031
hr,HR Generalist,Seattle,84086
employee,Graphic Designer,Atlanta,92150
employee,QA Tester,New York,96970
hr,HR Generalist,Seattle,78824
employee,Sales Development Rep,Los Angeles,110956
employee,QA Tester,Atlanta,74886
employee,Marketing Coordinator,Austin,122152
hr,Technical Recruiter,Los Angeles,87698
employee,QA Tester,Seattle,88022
employee,Cloud Architect,Boston,106632
employee,Senior Software Engineer,Chicago,72798
employee,Software Engineer,Denver,64388
manager,Product Manager,New York,139229
employee,Senior Software Engineer,Los Angeles,76351
employee,Account Executive,Boston,122127
employee,Account Executive,Miami,109126
hr,HR Generalist,New York,90411
hr,Technical Recruiter,Los Angeles,83923
hr,Technical Recruiter,San Francisco,97897
manager,Product Manager,Chicago,127329
manager,Project Manager,Miami,113733
manager,Sales Manager,Chicago,134313
employee,Senior Software Engineer,Austin,73067
employee,DevOps Engineer,San Francisco,102936
employee,DevOps Engineer,Austin,86724
employee,Marketing Coordinator,Seattle,131456
employee,SEO Specialist,Denver,125904
employee,Cloud Architect,Boston,101188
employee,UI/UX Designer,Denver,99083
employee,SEO Specialist,Atlanta,115565
hr,Technical Recruiter,Austin,75789
employee,QA Tester,Chicago,87959
employee,Marketing Coordinator,Boston,131639
employee,Data Scientist,Chicago,76676
hr,Technical Recruiter,Los Angeles,81802
hr,HR Generalist,Boston,85952
employee,SEO Specialist,San Francisco,145751
manager,Director of Operations,Denver,133625
manager,Product Manager,Denver,118606
employee,DevOps Engineer,Austin,86163
employee,SEO Specialist,Miami,129216
employee,Software Engineer,Miami,69457
employee,Account Executive,Denver,112016
manager,Sales Manager,New York,147640
employee,DevOps Engineer,Miami,86479
employee,SEO Specialist,New York,136965
employee,Software Engineer,New York,76414
employee,DevOps Engineer,Boston,94663
employee,Account Executive,Atlanta,107917
employee,Graphic Designer,Denver,99850
employee,Marketing Coordinator,Denver,111285
employee,Cloud Architect,San Francisco,115503
manager,Product Manager,Los Angeles,138068
employee,Data Scientist,San Francisco,94805
employee,Senior Software Engineer,Seattle,81167
employee,UI/UX Designer,Seattle,101854
employee,Cloud Architect,Miami,93632
employee,Graphic Designer,Miami,98491
employee,Graphic Designer,San Francisco,128719
